,avgType,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
15,simple,9,20,6,1,9,1.6,88,0.5119901112484548,-0.4397798902105113,2.8260869565217392,16718.679999999993,simple-9-20-6-1-9-1.6
16,simple,9,20,6,1,9,1.8,87,0.5258343634116193,-0.5997425564761202,2.48,11848.979999999994,simple-9-20-6-1-9-1.8
17,simple,9,20,6,1,9,2.0,88,0.5325092707045735,-0.5538786830569429,2.6666666666666665,12752.009999999997,simple-9-20-6-1-9-2.0
18,simple,9,20,6,1,12,1.0,81,0.47169344870210134,-0.39110713985553136,3.764705882352941,17635.909999999996,simple-9-20-6-1-12-1.0
19,simple,9,20,6,1,12,1.2,81,0.49048207663782445,-0.3685494251754998,3.5,17935.96,simple-9-20-6-1-12-1.2
20,simple,9,20,6,1,12,1.4,87,0.49938195302843014,-0.3793054332969141,3.142857142857143,18017.049999999996,simple-9-20-6-1-12-1.4
21,simple,9,20,6,1,12,1.6,83,0.5179233621755254,-0.4717825088800327,2.772727272727273,14767.719999999987,simple-9-20-6-1-12-1.6
22,simple,9,20,6,1,12,1.8,83,0.5218788627935723,-0.5412551035303382,2.9523809523809526,13301.249999999995,simple-9-20-6-1-12-1.8
23,simple,9,20,6,1,12,2.0,90,0.534734239802225,-0.5898287690926224,2.3333333333333335,11136.939999999995,simple-9-20-6-1-12-2.0
24,simple,9,20,6,1,15,1.0,82,0.4721878862793572,-0.35971672365516744,3.1,17173.08,simple-9-20-6-1-15-1.0
25,simple,9,20,6,1,15,1.2,83,0.49221260815822004,-0.3793054332969141,3.15,18389.70999999999,simple-9-20-6-1-15-1.2
26,simple,9,20,6,1,15,1.4,83,0.5067985166872683,-0.4330306233937429,3.15,16329.529999999986,simple-9-20-6-1-15-1.4
27,simple,9,20,6,1,15,1.6,83,0.5142150803461063,-0.48909492234671753,3.15,14820.52999999999,simple-9-20-6-1-15-1.6
28,simple,9,20,6,1,15,1.8,87,0.5312731767614338,-0.4807284501634459,2.625,14304.46,simple-9-20-6-1-15-1.8
29,simple,9,20,6,1,15,2.0,84,0.5436341161928306,-0.5146411051493132,3.2,13752.549999999992,simple-9-20-6-1-15-2.0
30,simple,9,20,6,2,3,1.0,97,0.4630407911001236,-0.5364266381241768,1.8529411764705883,10519.629999999992,simple-9-20-6-2-3-1.0
31,simple,9,20,6,2,3,1.2,99,0.48553770086526576,-0.5372110428185195,1.5384615384615385,10004.37999999999,simple-9-20-6-2-3-1.2
32,simple,9,20,6,2,3,1.4,92,0.49789864029666253,-0.5539358655107636,1.7878787878787878,10060.319999999994,simple-9-20-6-2-3-1.4
33,simple,9,20,6,2,3,1.6,95,0.5105067985166872,-0.51493675478699,1.7941176470588236,11275.399999999998,simple-9-20-6-2-3-1.6
34,simple,9,20,6,2,3,1.8,97,0.5275648949320149,-0.5457519059592729,1.8529411764705883,10952.189999999988,simple-9-20-6-2-3-1.8
35,simple,9,20,6,2,3,2.0,97,0.5317676143386897,-0.45072184730070547,2.129032258064516,13531.0,simple-9-20-6-2-3-2.0
36,simple,9,20,6,2,6,1.0,81,0.4519159456118665,-0.4229250351991411,2.6818181818181817,14851.149999999994,simple-9-20-6-2-6-1.0
37,simple,9,20,6,2,6,1.2,85,0.47416563658838073,-0.4571001366175152,2.5416666666666665,14925.38,simple-9-20-6-2-6-1.2
38,simple,9,20,6,2,6,1.4,85,0.4887515451174289,-0.44776787926789524,2.0357142857142856,13822.679999999991,simple-9-20-6-2-6-1.4
39,simple,9,20,6,2,6,1.6,85,0.5035846724351051,-0.5071474057166154,2.1481481481481484,12420.229999999992,simple-9-20-6-2-6-1.6
40,simple,9,20,6,2,6,1.8,87,0.5156983930778739,-0.5281534006166025,2.107142857142857,11478.559999999987,simple-9-20-6-2-6-1.8
41,simple,9,20,6,2,6,2.0,92,0.522867737948084,-0.5430391926755808,1.875,11491.979999999989,simple-9-20-6-2-6-2.0
42,simple,9,20,6,2,9,1.0,77,0.45092707045735475,-0.44069107329375407,2.347826086956522,14395.060000000001,simple-9-20-6-2-9-1.0
43,simple,9,20,6,2,9,1.2,80,0.4684796044499382,-0.39489662046981144,2.4782608695652173,15416.689999999997,simple-9-20-6-2-9-1.2
44,simple,9,20,6,2,9,1.4,79,0.48158220024721876,-0.4143933705439175,2.4347826086956523,14790.539999999988,simple-9-20-6-2-9-1.4
45,simple,9,20,6,2,9,1.6,82,0.49592088998763906,-0.4252788222279785,2.28,14748.07999999999,simple-9-20-6-2-9-1.6
46,simple,9,20,6,2,9,1.8,81,0.5060568603213844,-0.5265815043636253,2.1153846153846154,12030.419999999993,simple-9-20-6-2-9-1.8
47,simple,9,20,6,2,9,2.0,85,0.5137206427688504,-0.5415187266985784,1.9310344827586208,11315.529999999992,simple-9-20-6-2-9-2.0
48,simple,9,20,6,2,12,1.0,77,0.45760197775030903,-0.42723784819465727,2.6666666666666665,14335.399999999989,simple-9-20-6-2-12-1.0
49,simple,9,20,6,2,12,1.2,77,0.4761433868974042,-0.4143933705439175,2.6666666666666665,15643.959999999986,simple-9-20-6-2-12-1.2
50,simple,9,20,6,2,12,1.4,83,0.4828182941903585,-0.4252788222279785,2.32,15333.67999999999,simple-9-20-6-2-12-1.4
51,simple,9,20,6,2,12,1.6,79,0.5011124845488257,-0.47462009390233323,2.16,12790.839999999995,simple-9-20-6-2-12-1.6
